Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_ARQK01000059.1	91306	92034		plus	tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB	0	protein-coding		WP_019623963.1	242	G372_RS0111565
NZ_ARQK01000059.1	92060	93400		minus	MFS transporter		0	protein-coding		WP_018863463.1	446	G372_RS0111570
NZ_ARQK01000059.1	93533	94603		minus	homoserine O-succinyltransferase		0	protein-coding		WP_018863464.1	356	G372_RS0111575
NZ_ARQK01000059.1	94603	95454		minus	hypothetical protein		0	protein-coding		WP_019623964.1	283	G372_RS0111580
NZ_ARQK01000059.1	95468	95614		minus	hypothetical protein		0	protein-coding		WP_018139463.1	48	G372_RS14390
NZ_ARQK01000059.1	95933	96496		minus	isochorismatase family protein		0	protein-coding		WP_018863466.1	187	G372_RS0111590
NZ_ARQK01000059.1	96493	97845		minus	TolC family outer membrane protein		0	protein-coding		WP_018863467.1	450	G372_RS0111595
NZ_ARQK01000059.1	97965	98621		minus	protein-L-isoaspartate O-methyltransferase		0	protein-coding		WP_018863468.1	218	G372_RS0111600
NZ_ARQK01000059.1	98844	100076		minus	multifunctional CCA addition/repair protein		0	protein-coding		WP_019623965.1	410	G372_RS0111605
NZ_ARQK01000059.1	100101	101063		minus	complex I NDUFA9 subunit family protein		0	protein-coding		WP_019623966.1	320	G372_RS0111610
NZ_ARQK01000059.1	101158	102525		plus	NAD-dependent succinate-semialdehyde dehydrogenase		0	protein-coding		WP_019623967.1	455	G372_RS0111615
NZ_ARQK01000059.1	102640	104754		minus	diguanylate cyclase		0	protein-coding		WP_019623968.1	704	G372_RS0111620
NZ_ARQK01000059.1	105105	105512		minus	HIRAN domain-containing protein		0	protein-coding		WP_019623969.1	135	G372_RS0111625
NZ_ARQK01000059.1	105604	106770		minus	sugar-transfer associated ATP-grasp domain-containing protein		0	protein-coding		WP_019623970.1	388	G372_RS0111630
NZ_ARQK01000059.1	106960	107919		minus	YafY family protein		0	protein-coding		WP_018863475.1	319	G372_RS0111635
NZ_ARQK01000059.1	108014	108787		minus	metal ABC transporter permease		0	protein-coding		WP_018863476.1	257	G372_RS0111640
NZ_ARQK01000059.1	108777	109379		minus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_019623971.1	200	G372_RS0111645
NZ_ARQK01000059.1	109412	110338		minus	metal ABC transporter substrate-binding protein		0	protein-coding		WP_019623972.1	308	G372_RS0111650
NZ_ARQK01000059.1	110423	111748		minus	hypothetical protein		0	protein-coding		WP_018863479.1	441	G372_RS0111655
NZ_ARQK01000059.1	111893	112399		minus	DNA-deoxyinosine glycosylase		0	protein-coding		WP_019623973.1	168	G372_RS0111660
NZ_ARQK01000059.1	112405	112875		minus	transcriptional repressor		0	protein-coding		WP_018993261.1	156	G372_RS0111665
NZ_ARQK01000059.1	112939	113994		minus	alpha-L-glutamate ligase-like protein		0	protein-coding		WP_019623974.1	351	G372_RS0111670
NZ_ARQK01000059.1	113996	115546		minus	inactive transglutaminase family protein		0	protein-coding		WP_019623975.1	516	G372_RS0111675
NZ_ARQK01000059.1	115543	116037		minus	RimK/LysX family protein		0	protein-coding		WP_018863484.1	164	G372_RS0111680
NZ_ARQK01000059.1	116190	118550		plus	phosphoenolpyruvate synthase	ppsA	0	protein-coding		WP_019623976.1	786	G372_RS0111685
NZ_ARQK01000059.1	118554	119378		plus	pyruvate, water dikinase regulatory protein		0	protein-coding		WP_019623977.1	274	G372_RS0111690
NZ_ARQK01000059.1	119485	120048		plus	YggT family protein		0	protein-coding		WP_018863487.1	187	G372_RS0111695
NZ_ARQK01000059.1	120192	120644		plus	DUF4426 domain-containing protein		0	protein-coding		WP_018863488.1	150	G372_RS0111700
NZ_ARQK01000059.1	120677	121339		minus	sulfite exporter TauE/SafE family protein		0	protein-coding		WP_018863489.1	220	G372_RS0111705
NZ_ARQK01000059.1	121355	121828		minus	TerB family tellurite resistance protein		0	protein-coding		WP_019623978.1	157	G372_RS0111710
NZ_ARQK01000059.1	121873	122526		plus	7-cyano-7-deazaguanine synthase		0	protein-coding		WP_019623979.1	217	G372_RS0111715
NZ_ARQK01000059.1	122523	122762		plus	hypothetical protein		0	protein-coding		WP_019623980.1	79	G372_RS0111720
NZ_ARQK01000059.1	122755	123438		minus	HAD family hydrolase		0	protein-coding		WP_019623981.1	227	G372_RS0111725
NZ_ARQK01000059.1	123519	124241		plus	hypothetical protein		0	protein-coding		WP_038070488.1	240	G372_RS0111730
NZ_ARQK01000059.1	124249	124794		plus	ADP compounds hydrolase NudE	nudE	0	protein-coding		WP_019623983.1	181	G372_RS0111735
NZ_ARQK01000059.1	124852	125685		plus	3'(2'),5'-bisphosphate nucleotidase CysQ	cysQ	0	protein-coding		WP_019623984.1	277	G372_RS0111740
NZ_ARQK01000059.1	126540	126686		minus	pyrroline-5-carboxylate reductase dimerization domain-containing protein		0	protein-coding		WP_038095862.1	48	G372_RS13600
NZ_ARQK01000060.1	190	1746		plus	glutamate synthase-related protein		0	protein-coding		WP_019624406.1	518	G372_RS0111750
NZ_ARQK01000060.1	1860	2258		plus	globin		0	protein-coding		WP_018864526.1	132	G372_RS0111755
NZ_ARQK01000060.1	2519	4795		plus	YgiQ family radical SAM protein		0	protein-coding		WP_026340401.1	758	G372_RS0111760
NZ_ARQK01000060.1	4943	5752		minus	SDR family NAD(P)-dependent oxidoreductase		0	protein-coding		WP_019624404.1	269	G372_RS0111765
NZ_ARQK01000060.1	5749	7083		minus	hydroxysqualene dehydroxylase HpnE	hpnE	0	protein-coding		WP_019624403.1	444	G372_RS0111770
NZ_ARQK01000060.1	7097	7954		minus	presqualene diphosphate synthase HpnD	hpnD	0	protein-coding		WP_019624402.1	285	G372_RS0111775
NZ_ARQK01000060.1	8137	9522		plus	oxygen-independent coproporphyrinogen III oxidase	hemN	0	protein-coding		WP_019624401.1	461	G372_RS0111780
NZ_ARQK01000060.1	9519	10397		minus	squalene synthase HpnC	hpnC	0	protein-coding		WP_019624400.1	292	G372_RS0111785
NZ_ARQK01000060.1	10403	11740		minus	DNA recombination protein RmuC	rmuC	0	protein-coding		WP_019624399.1	445	G372_RS0111790
NZ_ARQK01000060.1	11725	12411		minus	phosphoglycolate phosphatase	gph	0	protein-coding		WP_019624398.1	228	G372_RS0111795
NZ_ARQK01000060.1	12408	13157		minus	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	ubiG	0	protein-coding		WP_019624397.1	249	G372_RS0111800
NZ_ARQK01000060.1	13163	14500		minus	TRZ/ATZ family hydrolase		0	protein-coding		WP_019624396.1	445	G372_RS0111805
NZ_ARQK01000060.1	14608	15228		minus	NAD(P)H:quinone oxidoreductase	wrbA	0	protein-coding		WP_019624395.1	206	G372_RS0111810
NZ_ARQK01000060.1	15317	18127		minus	EAL domain-containing protein		0	protein-coding		WP_019624394.1	936	G372_RS0111815
NZ_ARQK01000060.1	18370	18762		minus	DoxX family protein		0	protein-coding		WP_018864512.1	130	G372_RS0111820
NZ_ARQK01000060.1	19083	20144		plus	hypothetical protein		0	protein-coding		WP_026340400.1	353	G372_RS0111825
NZ_ARQK01000060.1	20141	20902		plus	OmpA family protein		0	protein-coding		WP_019624392.1	253	G372_RS0111830
NZ_ARQK01000060.1	20937	23618		minus	[protein-PII] uridylyltransferase	glnD	0	protein-coding		WP_019624391.1	893	G372_RS0111835
NZ_ARQK01000060.1	23623	24408		minus	type I methionyl aminopeptidase	map	0	protein-coding		WP_018864508.1	261	G372_RS0111840
NZ_ARQK01000060.1	24703	25485		plus	30S ribosomal protein S2	rpsB	0	protein-coding		WP_019624390.1	260	G372_RS0111845
NZ_ARQK01000060.1	25598	26467		plus	translation elongation factor Ts	tsf	0	protein-coding		WP_026279036.1	289	G372_RS0111850
NZ_ARQK01000060.1	26590	27327		plus	UMP kinase	pyrH	0	protein-coding		WP_019624389.1	245	G372_RS0111855
NZ_ARQK01000060.1	27320	27877		plus	ribosome recycling factor	frr	0	protein-coding		WP_019624388.1	185	G372_RS0111860
NZ_ARQK01000060.1	27892	28644		plus	polyprenyl diphosphate synthase	uppS	0	protein-coding		WP_019624387.1	250	G372_RS0111865
NZ_ARQK01000060.1	28637	29470		plus	phosphatidate cytidylyltransferase		0	protein-coding		WP_026340399.1	277	G372_RS0111870
NZ_ARQK01000060.1	29493	30698		plus	1-deoxy-D-xylulose-5-phosphate reductoisomerase	ispC	0	protein-coding		WP_019624385.1	401	G372_RS0111875
NZ_ARQK01000060.1	30695	32056		plus	RIP metalloprotease RseP	rseP	0	protein-coding		WP_018864500.1	453	G372_RS0111880
NZ_ARQK01000060.1	32089	34431		plus	outer membrane protein assembly factor BamA	bamA	0	protein-coding		WP_038070587.1	780	G372_RS0111885
NZ_ARQK01000060.1	34449	34988		plus	OmpH family outer membrane protein		0	protein-coding		WP_018864498.1	179	G372_RS0111890
NZ_ARQK01000060.1	34963	35994		plus	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	0	protein-coding		WP_019624383.1	343	G372_RS0111895
NZ_ARQK01000060.1	36049	36507		plus	3-hydroxyacyl-ACP dehydratase FabZ	fabZ	0	protein-coding		WP_018864496.1	152	G372_RS0111900
NZ_ARQK01000060.1	36504	37286		plus	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA	0	protein-coding		WP_019624382.1	260	G372_RS0111905
NZ_ARQK01000060.1	37298	38452		minus	lipid-A-disaccharide synthase	lpxB	0	protein-coding		WP_019624381.1	384	G372_RS0111910
NZ_ARQK01000060.1	38474	39571		minus	DegT/DnrJ/EryC1/StrS family aminotransferase		0	protein-coding		WP_018864493.1	365	G372_RS0111915
NZ_ARQK01000060.1	39568	40581		minus	Gfo/Idh/MocA family oxidoreductase		0	protein-coding		WP_018864492.1	337	G372_RS0111920
NZ_ARQK01000060.1	40730	41335		plus	ribonuclease HII	rnhB	0	protein-coding		WP_018864491.1	201	G372_RS0111925
NZ_ARQK01000060.1	41332	44811		plus	DNA polymerase III subunit alpha	dnaE	0	protein-coding		WP_018864490.1	1159	G372_RS0111930
NZ_ARQK01000060.1	44966	45931		plus	acetyl-CoA carboxylase carboxyltransferase subunit alpha		0	protein-coding		WP_018864489.1	321	G372_RS0111935
NZ_ARQK01000060.1	45945	47198		plus	tRNA lysidine(34) synthetase TilS	tilS	0	protein-coding		WP_018864488.1	417	G372_RS0111940
NZ_ARQK01000060.1	47368	48072		plus	transporter substrate-binding domain-containing protein		0	protein-coding		WP_018864487.1	234	G372_RS0111945
NZ_ARQK01000060.1	48065	48658		plus	SiaB family protein kinase		0	protein-coding		WP_018864486.1	197	G372_RS0111950
NZ_ARQK01000060.1	48658	49050		plus	DUF1987 domain-containing protein		0	protein-coding		WP_019624379.1	130	G372_RS0111955
NZ_ARQK01000060.1	49047	49919		plus	GGDEF domain-containing protein		0	protein-coding		WP_019624378.1	290	G372_RS0111960
NZ_ARQK01000060.1	49916	51592		plus	SpoIIE family protein phosphatase		0	protein-coding		WP_018864483.1	558	G372_RS0111965
NZ_ARQK01000060.1	51688	53355		plus	CTP synthase		0	protein-coding		WP_018864482.1	555	G372_RS0111970
NZ_ARQK01000060.1	53449	54291		plus	3-deoxy-8-phosphooctulonate synthase	kdsA	0	protein-coding		WP_018864481.1	280	G372_RS0111975
NZ_ARQK01000060.1	54375	55652		plus	phosphopyruvate hydratase	eno	0	protein-coding		WP_018864480.1	425	G372_RS0111980
NZ_ARQK01000060.1	55803	56210		plus	cell division protein FtsB	ftsB	0	protein-coding		WP_018864479.1	135	G372_RS0111985
NZ_ARQK01000060.1	56203	56952		plus	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD	0	protein-coding		WP_019624377.1	249	G372_RS0111990
NZ_ARQK01000060.1	56949	57449		plus	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	0	protein-coding		WP_026340398.1	166	G372_RS0111995
NZ_ARQK01000060.1	57446	57832		plus	VOC family protein		0	protein-coding		WP_026340397.1	128	G372_RS0112000
NZ_ARQK01000060.1	57882	59399		plus	glycerol kinase GlpK	glpK	0	protein-coding		WP_019624374.1	505	G372_RS0112005
NZ_ARQK01000060.1	59557	60405		minus	pirin family protein		0	protein-coding		WP_019624373.1	282	G372_RS0112010
NZ_ARQK01000060.1	60465	60854		minus	hypothetical protein		0	protein-coding		WP_019624372.1	129	G372_RS0112015
NZ_ARQK01000060.1	60867	61721		minus	ABC transporter ATP-binding protein		0	protein-coding		WP_019624371.1	284	G372_RS0112020
NZ_ARQK01000060.1	61721	62692		minus	iron ABC transporter permease		0	protein-coding		WP_019624370.1	323	G372_RS0112025
NZ_ARQK01000060.1	62699	63601		minus	cobalamin-binding protein		0	protein-coding		WP_026340396.1	300	G372_RS0112030
NZ_ARQK01000060.1	64046	64765		plus	5,6-dimethylbenzimidazole synthase	bluB	0	protein-coding		WP_019624368.1	239	G372_RS0112035
NZ_ARQK01000060.1	64762	65664		plus	adenosylcobinamide-phosphate synthase CbiB	cbiB	0	protein-coding		WP_019624367.1	300	G372_RS0112040
NZ_ARQK01000060.1	65717	66676		plus	threonine-phosphate decarboxylase CobD	cobD	0	protein-coding		WP_019624366.1	319	G372_RS0112045
NZ_ARQK01000060.1	66673	68160		plus	cobyric acid synthase		0	protein-coding		WP_019624365.1	495	G372_RS0112050
NZ_ARQK01000060.1	68157	68678		plus	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	cobU	0	protein-coding		WP_019624364.1	173	G372_RS0112055
NZ_ARQK01000060.1	68823	69884		plus	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT	0	protein-coding		WP_019624363.1	353	G372_RS0112060
NZ_ARQK01000060.1	69881	70453		plus	histidine phosphatase family protein		0	protein-coding		WP_019624362.1	190	G372_RS0112065
NZ_ARQK01000060.1	70665	71435		plus	adenosylcobinamide-GDP ribazoletransferase	cobS	0	protein-coding		WP_019624361.1	256	G372_RS0112070
NZ_ARQK01000060.1	71432	71641		minus	hypothetical protein		0	protein-coding		WP_018864461.1	69	G372_RS0112075
NZ_ARQK01000060.1	71659	72054		minus	PIN domain-containing protein		0	protein-coding		WP_026340395.1	131	G372_RS0112080
NZ_ARQK01000060.1	72138	72761		plus	YIP1 family protein		0	protein-coding		WP_026340394.1	207	G372_RS0112085
NZ_ARQK01000060.1	73291	74706		plus	flagellin		0	protein-coding		WP_019624358.1	471	G372_RS0112090
NZ_ARQK01000060.1	74970	75206		plus	flagellar protein FlaG		0	protein-coding		WP_019624357.1	78	G372_RS0112095
NZ_ARQK01000060.1	75665	77014		plus	flagellar filament capping protein FliD	fliD	0	protein-coding		WP_019624355.1	449	G372_RS0112105
NZ_ARQK01000060.1	77056	77469		plus	flagellar export chaperone FliS	fliS	0	protein-coding		WP_019624354.1	137	G372_RS0112110
NZ_ARQK01000060.1	77519	77902		plus	flagellar protein FliT		0	protein-coding		WP_019624353.1	127	G372_RS0112115
NZ_ARQK01000060.1	78150	78440		minus	GIY-YIG nuclease family protein		0	protein-coding		WP_019624352.1	96	G372_RS0112120
NZ_ARQK01000060.1	78730	80931		minus	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase		0	protein-coding		WP_019624351.1	733	G372_RS0112125
NZ_ARQK01000060.1	81050	81907		plus	alpha/beta hydrolase		0	protein-coding		WP_019624350.1	285	G372_RS0112130
NZ_ARQK01000060.1	82072	82965		plus	hypothetical protein		0	protein-coding		WP_026340393.1	297	G372_RS0112135
NZ_ARQK01000060.1	83038	83784		plus	class I SAM-dependent methyltransferase		0	protein-coding		WP_018864447.1	248	G372_RS0112140
NZ_ARQK01000060.1	83790	84059		plus	DUF167 domain-containing protein		0	protein-coding		WP_018864446.1	89	G372_RS0112145
NZ_ARQK01000060.1	84112	85149		plus	dihydroorotase	pyrC	0	protein-coding		WP_019624348.1	345	G372_RS0112150
NZ_ARQK01000060.1	85274	85738		plus	hypothetical protein		0	protein-coding		WP_018864444.1	154	G372_RS0112155
NZ_ARQK01000060.1	85746	86237		plus	O-acetyl-ADP-ribose deacetylase		0	protein-coding		WP_019624347.1	163	G372_RS0112160
NZ_ARQK01000060.1	86241	86603		plus	DUF1992 domain-containing protein		0	protein-coding		WP_019624346.1	120	G372_RS0112165
NZ_ARQK01000060.1	86600	87685		plus	PA0069 family radical SAM protein		0	protein-coding		WP_019624345.1	361	G372_RS0112170
NZ_ARQK01000060.1	87743	88549		plus	hypothetical protein		0	protein-coding		WP_018864440.1	268	G372_RS0112175
NZ_ARQK01000060.1	88559	89503		plus	mechanosensitive ion channel family protein		0	protein-coding		WP_019624344.1	314	G372_RS0112180
NZ_ARQK01000060.1	89500	91173		minus	ExeM/NucH family extracellular endonuclease		0	protein-coding		WP_019624343.1	557	G372_RS0112185
NZ_ARQK01000060.1	91197	91628		minus	Rrf2 family transcriptional regulator		0	protein-coding		WP_018864437.1	143	G372_RS0112190
NZ_ARQK01000060.1	91886	92767		plus	undecaprenyl-diphosphate phosphatase		0	protein-coding		WP_019624342.1	293	G372_RS0112195
NZ_ARQK01000060.1	92793	95315		minus	FtsX-like permease family protein		0	protein-coding		WP_026340392.1	840	G372_RS0112200
NZ_ARQK01000060.1	95312	96022		minus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_018864434.1	236	G372_RS0112205
NZ_ARQK01000060.1	96021	96788		plus	arylesterase		0	protein-coding		WP_019624340.1	255	G372_RS0112210
NZ_ARQK01000060.1	96696	97022		minus	hypothetical protein		0	protein-coding		WP_020008872.1	108	G372_RS0112215
NZ_ARQK01000060.1	97226	98254		plus	site-specific integrase		0	protein-coding		WP_019624339.1	342	G372_RS0112220
NZ_ARQK01000060.1	98491	98703		plus	hypothetical protein		0	protein-coding		WP_020008873.1	70	G372_RS0112230
NZ_ARQK01000060.1	98833	100143		plus	DNA (cytosine-5-)-methyltransferase	dcm	0	protein-coding		WP_019624336.1	436	G372_RS0112235
NZ_ARQK01000060.1	100140	100646		plus	very short patch repair endonuclease		0	protein-coding		WP_019624335.1	168	G372_RS0112240
NZ_ARQK01000060.1	100643	101887		plus	type II restriction endonuclease		0	protein-coding		WP_019624334.1	414	G372_RS0112245
NZ_ARQK01000060.1	102253	104241		plus	AAA family ATPase		0	protein-coding		WP_026340391.1	662	G372_RS0112250
NZ_ARQK01000060.1	104238	106079		plus	ATP-dependent helicase		0	protein-coding		WP_019624332.1	613	G372_RS0112255
NZ_ARQK01000060.1	108804	109238		minus	carbon storage regulator		0	protein-coding		WP_019624330.1	144	G372_RS0112260
NZ_ARQK01000060.1	109427	109663		plus	type II toxin-antitoxin system HicB family antitoxin		0	protein-coding		WP_019624329.1	78	G372_RS0112265
NZ_ARQK01000060.1	110121	111227		plus	replication initiation protein		0	protein-coding		WP_019624328.1	368	G372_RS0112270
NZ_ARQK01000060.1	111243	111431		plus	hypothetical protein		0	protein-coding		WP_244263207.1	62	G372_RS14505
NZ_ARQK01000060.1	111508	111714		plus	hypothetical protein		0	protein-coding		WP_019624327.1	68	G372_RS14510
NZ_ARQK01000060.1	111994	113451		minus	SH3 domain-containing protein		0	protein-coding		WP_081621277.1	485	G372_RS14100
NZ_ARQK01000060.1	114719	115612		minus	plasmid replication initiator TrfA	trfA	0	protein-coding		WP_019624324.1	297	G372_RS0112295
NZ_ARQK01000060.1	115612	115929		minus	hypothetical protein		0	protein-coding		WP_019624323.1	105	G372_RS0112300
NZ_ARQK01000060.1	116056	116478		minus	hypothetical protein		0	protein-coding		WP_244263209.1	140	G372_RS0112305
NZ_ARQK01000060.1	116637	116713		minus	tRNA-Arg		0	tRNA				G372_RS0112310
NZ_ARQK01000060.1	116789	117694		minus	HPP family protein		0	protein-coding		WP_019624321.1	301	G372_RS0112315
NZ_ARQK01000060.1	117806	118624		minus	OmpA family protein		0	protein-coding		WP_019624320.1	272	G372_RS0112320
NZ_ARQK01000060.1	118627	119451		minus	MotA/TolQ/ExbB proton channel family protein		0	protein-coding		WP_018864430.1	274	G372_RS0112325
NZ_ARQK01000060.1	119595	120179		plus	LemA family protein		0	protein-coding		WP_018864429.1	194	G372_RS0112330
NZ_ARQK01000060.1	120188	122161		plus	M48 family metallopeptidase		0	protein-coding		WP_019624319.1	657	G372_RS0112335
NZ_ARQK01000060.1	122205	122291		plus	tRNA-Leu		0	tRNA				G372_RS0112340
NZ_ARQK01000060.1	122461	124737		plus	diguanylate cyclase		0	protein-coding		WP_026340390.1	758	G372_RS0112345
